Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1757402908,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1757402909,2,GET,/api/users?page=2,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,2,2,10.029250000000545,12.985666500000104,10.029250000000545,15.942082999999663,0.0
1757402909,2,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,2,2,10.029250000000545,12.985666500000104,10.029250000000545,15.942082999999663,0.0
1757402910,4,GET,/api/users/2,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,3,3.7183750000000515,3.3467916666669595,2.663167000001465,3.7183750000000515,0.0
1757402910,4,GET,/api/users?page=2,0.000000,0.000000,3,3,4,4,4,4,4,4,4,4,4,5,5,4,7.057833199999841,2.004374999998504,15.942082999999663,0.0
1757402910,4,,Aggregated,0.000000,0.000000,4,4,4,4,4,4,4,4,4,4,4,8,8,4,5.6661926250000105,2.004374999998504,15.942082999999663,0.0
1757402911,6,POST,/api/users,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3.3501454999997904,2.592625000000126,4.107665999999455,0.0
1757402911,6,GET,/api/users/2,0.000000,0.000000,5,6,6,7,7,7,7,7,7,7,7,7,7,4,4.444119000000413,2.663167000001465,6.805791999999755,0.0
1757402911,6,GET,/api/users?page=2,2.000000,2.000000,3,3,4,4,4,4,4,4,4,4,4,8,8,3,5.679328124999938,2.004374999998504,15.942082999999663,0.0
1757402911,6,,Aggregated,2.000000,2.000000,4,4,4,5,6,7,7,7,7,7,7,17,17,4,4.896691117647174,2.004374999998504,15.942082999999663,0.0
1757402912,8,POST,/api/users,0.000000,0.000000,4,4,4,4,4,4,4,4,4,4,4,2,2,3,3.3501454999997904,2.592625000000126,4.107665999999455,0.0
1757402912,8,GET,/api/users/2,1.000000,1.000000,5,5,6,6,7,7,7,7,7,7,7,9,9,4,4.525458333333571,2.663167000001465,6.805791999999755,0.0
1757402912,8,GET,/api/users?page=2,2.500000,2.500000,3,3,4,4,4,6,6,6,6,6,6,14,14,3,4.713285714285435,2.004374999998504,15.942082999999663,0.0
1757402912,8,,Aggregated,3.500000,3.500000,3,4,4,5,6,6,7,7,7,7,7,25,25,4,4.536616639999913,2.004374999998504,15.942082999999663,0.0
1757402913,10,POST,/api/users,0.666667,0.666667,4,4,4,4,4,4,4,4,4,4,4,2,2,3,3.3501454999997904,2.592625000000126,4.107665999999455,0.0
1757402913,10,GET,/api/users/2,2.000000,2.000000,4,5,5,6,7,7,7,7,7,7,7,11,11,4,4.202534090909214,1.722917000000379,6.805791999999755,0.0
1757402913,10,GET,/api/users?page=2,2.000000,2.000000,3,3,3,3,4,4,6,6,6,6,6,24,24,3,3.98203649999973,2.004374999998504,15.942082999999663,0.0
1757402913,10,,Aggregated,4.666667,4.666667,3,4,4,4,5,6,7,7,7,7,7,37,37,3,4.013433567567418,1.722917000000379,15.942082999999663,0.0
