Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1757410052,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1757410053,2,POST,/api/register,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,2.172375000000004,2.172375000000004,2.172375000000004,2.172375000000004,0.0
1757410053,2,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,2.172375000000004,2.172375000000004,2.172375000000004,2.172375000000004,0.0
1757410054,4,POST,/api/register,0.000000,0.000000,2,2,2,2,2,2,2,2,2,2,2,1,1,2.172375000000004,2.172375000000004,2.172375000000004,2.172375000000004,0.0
1757410054,4,PUT,/api/users/12,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4.386667000000011,3.835625000000009,4.937709000000012,0.0
1757410054,4,DELETE,/api/users/3,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,1013.3795409999999,1013.3795409999999,1013.3795409999999,1013.3795409999999,0.0
1757410054,4,DELETE,/api/users/4,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,4.794624999999941,4.794624999999941,4.794624999999941,4.794624999999941,0.0
1757410054,4,GET,/api/users?page=2,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,4.29349999999995,4.29349999999995,4.29349999999995,4.29349999999995,0.0
1757410054,4,,Aggregated,0.000000,0.000000,5,5,5,1000,1000,1000,1000,1000,1000,1000,1000,6,6,4,172.2355625,2.172375000000004,1013.3795409999999,0.0
1757410055,6,POST,/api/register,0.000000,0.000000,9,9,9,9,9,9,9,9,9,9,9,2,2,2.172375000000004,5.577250000000089,2.172375000000004,8.982125000000174,0.0
1757410055,6,GET,/api/unknown/6,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,7.699041000000406,7.699041000000406,7.699041000000406,7.699041000000406,0.0
1757410055,6,PATCH,/api/users/10,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,2.4826249999998495,2.4826249999998495,2.4826249999998495,2.4826249999998495,0.0
1757410055,6,PUT,/api/users/12,0.000000,0.000000,5,5,5,5,5,5,5,5,5,5,5,2,2,4,4.386667000000011,3.835625000000009,4.937709000000012,0.0
1757410055,6,DELETE,/api/users/3,0.000000,0.000000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1,1,1013.3795409999999,1013.3795409999999,1013.3795409999999,1013.3795409999999,0.0
1757410055,6,DELETE,/api/users/4,0.000000,0.000000,5,5,5,5,5,5,5,5,5,5,5,1,1,4.794624999999941,4.794624999999941,4.794624999999941,4.794624999999941,0.0
1757410055,6,PATCH,/api/users/5,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,4.318374999999985,4.318374999999985,4.318374999999985,4.318374999999985,0.0
1757410055,6,PUT,/api/users/6,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,4.708666000000417,4.708666000000417,4.708666000000417,4.708666000000417,0.0
1757410055,6,GET,/api/users?page=2,0.000000,0.000000,5,5,5,5,5,5,5,5,5,5,5,3,3,4,3.726832999999911,1.9132910000001502,4.9737079999996325,0.0
1757410055,6,,Aggregated,0.000000,0.000000,5,5,8,8,9,1000,1000,1000,1000,1000,1000,13,13,5,82.19163123076926,1.9132910000001502,1013.3795409999999,0.0
1757410056,8,POST,/api/register,0.500000,0.500000,9,9,9,9,9,9,9,9,9,9,9,2,2,2.172375000000004,5.577250000000089,2.172375000000004,8.982125000000174,0.0
1757410056,8,GET,/api/unknown,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,2,2,2.025957999999939,2.206437499999936,2.025957999999939,2.386916999999933,0.0
1757410056,8,GET,/api/unknown/6,0.000000,0.000000,8,8,8,8,8,8,8,8,8,8,8,1,1,7.699041000000406,7.699041000000406,7.699041000000406,7.699041000000406,0.0
1757410056,8,POST,/api/users,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,3.7335419999999786,3.7335419999999786,3.7335419999999786,3.7335419999999786,0.0
