Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/users/4,9,9,3,3.7636388888887415,2.637792000001582,5.448459000000128,0.0,0.15127794085417945,0.15127794085417945,3,4,4,4,5,5,5,5,5,5,5
PATCH,/api/users/4,3,3,4,3.949152666666104,2.6951669999988326,5.332750000000885,0.0,0.05042598028472648,0.05042598028472648,4,4,5,5,5,5,5,5,5,5,5
PUT,/api/users/4,1,1,4.77158400000377,4.77158400000377,4.77158400000377,4.77158400000377,0.0,0.016808660094908827,0.016808660094908827,5,5,5,5,5,5,5,5,5,5,5
DELETE,/api/users/5,3,3,4,4.300222333332234,3.822917000000814,4.780290999995884,0.0,0.05042598028472648,0.05042598028472648,4,4,5,5,5,5,5,5,5,5,5
GET,/api/users/5,6,6,4.108916999999934,4.626514166666891,4.108916999999934,5.647084000003133,0.0,0.10085196056945296,0.10085196056945296,5,5,5,5,6,6,6,6,6,6,6
PATCH,/api/users/5,6,6,4,5.882360999999984,2.726166000002195,15.396457999997892,0.0,0.10085196056945296,0.10085196056945296,4,4,5,5,15,15,15,15,15,15,15
PUT,/api/users/5,1,1,2.334290999996824,2.334290999996824,2.334290999996824,2.334290999996824,0.0,0.016808660094908827,0.016808660094908827,2,2,2,2,2,2,2,2,2,2,2
DELETE,/api/users/6,2,2,4.050374999998496,4.658249999998532,4.050374999998496,5.266124999998567,0.0,0.033617320189817654,0.033617320189817654,5,5,5,5,5,5,5,5,5,5,5
GET,/api/users/6,8,8,4,4.219416749999372,2.4170000000012237,5.839208999999457,0.0,0.13446928075927062,0.13446928075927062,4,5,5,5,6,6,6,6,6,6,6
PATCH,/api/users/6,3,3,4,3.847707999998562,3.3484579999978337,4.395833000000238,0.0,0.05042598028472648,0.05042598028472648,4,4,4,4,4,4,4,4,4,4,4
PUT,/api/users/6,3,3,4,3.9707499999993936,3.7743749999989973,4.304375000000249,0.0,0.05042598028472648,0.05042598028472648,4,4,4,4,4,4,4,4,4,4,4
DELETE,/api/users/7,3,3,4,4.634194000001202,3.6344580000005067,6.351083000001978,0.0,0.05042598028472648,0.05042598028472648,4,4,6,6,6,6,6,6,6,6,6
GET,/api/users/7,12,12,4,3.6673508333335363,1.8644170000001736,5.157332999999653,0.0,0.20170392113890592,0.20170392113890592,4,4,4,4,5,5,5,5,5,5,5
PATCH,/api/users/7,2,2,4.022417000000056,4.3220420000001925,4.022417000000056,4.621667000000329,0.0,0.033617320189817654,0.033617320189817654,5,5,5,5,5,5,5,5,5,5,5
PUT,/api/users/7,6,6,4,6.082771000000727,2.0691249999984507,16.548667000002126,0.0,0.10085196056945296,0.10085196056945296,4,4,5,5,17,17,17,17,17,17,17
DELETE,/api/users/8,1,1,3.922374999998368,3.922374999998368,3.922374999998368,3.922374999998368,0.0,0.016808660094908827,0.016808660094908827,4,4,4,4,4,4,4,4,4,4,4
GET,/api/users/8,6,6,4,3.7025901666671857,2.779750000000192,4.760208000000432,0.0,0.10085196056945296,0.10085196056945296,4,4,4,4,5,5,5,5,5,5,5
PATCH,/api/users/8,6,6,5,4.6215624999993805,2.264916999997979,8.255040999999963,0.0,0.10085196056945296,0.10085196056945296,5,5,5,5,8,8,8,8,8,8,8
PUT,/api/users/8,2,2,3,3.812061999997951,2.9102909999991766,4.7138329999967254,0.0,0.033617320189817654,0.033617320189817654,5,5,5,5,5,5,5,5,5,5,5
DELETE,/api/users/9,4,4,5,4.772239500001163,3.092875000000106,6.448916000003635,0.0,0.06723464037963531,0.06723464037963531,5,5,6,6,6,6,6,6,6,6,6
GET,/api/users/9,7,7,4,3.5418750000010744,1.0242079999969178,5.912167000005297,0.0,0.11766062066436178,0.11766062066436178,4,4,4,4,6,6,6,6,6,6,6
PATCH,/api/users/9,3,3,4,3.782166666667012,2.052124999998739,5.312875000000439,0.0,0.05042598028472648,0.05042598028472648,4,4,5,5,5,5,5,5,5,5,5
PUT,/api/users/9,3,3,4,4.22858299999973,3.821915999999703,4.452707999998751,0.0,0.05042598028472648,0.05042598028472648,4,4,4,4,4,4,4,4,4,4,4
GET,/api/users?delay=3,30,30,4,4.429169333333179,2.233832999998242,15.310958999997126,0.0,0.5042598028472648,0.5042598028472648,4,4,4,5,5,5,15,15,15,15,15
GET,/api/users?page=2,98,98,4,4.0096734183672895,1.9465000000025157,10.598249999999254,0.0,1.647248689301065,1.647248689301065,4,4,5,5,5,6,7,11,11,11,11
,Aggregated,589,589,4,4.093562957555165,1.0242079999969178,16.548667000002126,0.0,9.900300795901298,9.900300795901298,4,4,5,5,5,6,7,11,17,17,17
