Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1757406765,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1757406766,2,POST,/api/login,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,6.803957999999999,6.803957999999999,6.803957999999999,6.803957999999999,0.0
1757406766,2,GET,/api/unknown/1,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,4.480249999999963,4.480249999999963,4.480249999999963,4.480249999999963,0.0
1757406766,2,GET,/api/users/7,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,2.4299589999999816,2.4299589999999816,2.4299589999999816,2.4299589999999816,0.0
1757406766,2,PATCH,/api/users/7,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,4.022417000000056,4.022417000000056,4.022417000000056,4.022417000000056,0.0
1757406766,2,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4.434146,2.4299589999999816,6.803957999999999,0.0
1757406767,4,POST,/api/login,0.000000,0.000000,7,7,7,7,7,7,7,7,7,7,7,1,1,6.803957999999999,6.803957999999999,6.803957999999999,6.803957999999999,0.0
1757406767,4,GET,/api/unknown,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3.5007085000000604,2.670750000000055,4.330667000000066,0.0
1757406767,4,GET,/api/unknown/1,0.000000,0.000000,4,4,4,4,4,4,4,4,4,4,4,1,1,4.480249999999963,4.480249999999963,4.480249999999963,4.480249999999963,0.0
1757406767,4,DELETE,/api/users/4,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,3.9225840000001178,3.9225840000001178,3.9225840000001178,3.9225840000001178,0.0
1757406767,4,GET,/api/users/4,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,3.403166000000013,3.403166000000013,3.403166000000013,3.403166000000013,0.0
1757406767,4,GET,/api/users/7,0.000000,0.000000,2,2,2,2,2,2,2,2,2,2,2,1,1,2.4299589999999816,2.4299589999999816,2.4299589999999816,2.4299589999999816,0.0
1757406767,4,PATCH,/api/users/7,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,4.022417000000056,4.022417000000056,4.022417000000056,4.022417000000056,0.0
1757406767,4,,Aggregated,0.000000,0.000000,4,4,4,4,4,4,4,4,4,4,4,8,8,4,4.0079688750000315,2.4299589999999816,6.803957999999999,0.0
1757406768,6,POST,/api/login,1.000000,1.000000,7,7,7,7,7,7,7,7,7,7,7,1,1,6.803957999999999,6.803957999999999,6.803957999999999,6.803957999999999,0.0
1757406768,6,POST,/api/register,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,2,2,2.9801670000000335,2.921375499999934,2.862583999999835,2.9801670000000335,0.0
1757406768,6,GET,/api/unknown,0.000000,0.000000,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.403444333333431,2.670750000000055,4.330667000000066,0.0
1757406768,6,GET,/api/unknown/1,1.000000,1.000000,4,4,4,4,4,4,4,4,4,4,4,1,1,4.480249999999963,4.480249999999963,4.480249999999963,4.480249999999963,0.0
1757406768,6,POST,/api/users,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,2.958208000000351,2.958208000000351,2.958208000000351,2.958208000000351,0.0
